Id,Label,Note,Subjects,Subjects_Primary,Versification,_description,Macaronic,Author(s),Author confidence,Title(s),Bibliographic Ghosts,Type,n_witnesses
DIMEV 2907,Jesu that art of might most / Father and son and holy ghost,,Guy of Warwick;romances,Guy of Warwick;romances,— twelve-line — aabaabccbddb,Reinbrun Gy Sone of Warwike — 127 12-line stanzas (aabaabccbddb),,,,Reinbrun Gy Sone of Warwike,,Text,1
DIMEV 6551,Who is my love,"A religious adaptation of 3636; cf. Gude & Godlie Ballatis, rpr. Laing (1868) XLaing, David. A compendius book of Psalms…commonly known as The Gude and Godlie Ballates. Edinburgh: Paterson, 1868; orig. published Edinburgh: Ros, 1578; repr. Mitchell, 1897, 140.","Passion, meditations on;Gwynneth, John;songs",Passion;Gwynneth;songs,— twelve-line — aabccbddbeeb,"Reflections on the Passion, including prayers — five 12-line stanzas with 3-line burden: ‘And I mankynd / haue not in mynd / my loue that mornyth for me for me’",,,,,,Text,0
DIMEV 4914,Sith time that all this world was wrought,"For miracles performed at Hailes Abbey, see 541.","Hailes (Gloucs.), Cistercian abbey;miracles;legends, of Jesus and Mary",Hailes (Gloucs.);miracles;legends,— four-line,The Legend of the Blood of Hayles — l00 quatrains,,,,The Legend of the Blood of Hayles,,Text,1
DIMEV 5586,There men might well see,,"historical poems;Halidon Hill, battle of",historical poems;Halidon Hill,— two-line — aa,"Battle of Halidon Hill, an extract inserted in a prose chronicle — 12 couplets",,,,,,Text,3
DIMEV 6067,True king that sits in throne,,"Halidon Hill, battle of",Halidon Hill,— eight-line — abababab,"Laurence Minot, Battle of Halidon Hill — 92 lines in 8-line stanzas (abababab)",,Laurence Minot,,,,Text,1
DIMEV 5319,The hart the hare the wolf and the wild boar,,hunting;hares,hunting;hares,— two-line — aa,List of the Beasts of venery — one couplet,,,,,,Text,1
DIMEV 1594,God that all this world hath wrought / And formed all thing,,"Virgin Mary, miracles of;miracles;harlotry",Virgin Mary;miracles;harlotry,— two-line — aa,A miracle of Our Lady: Hermit who asked prayers of a Harlot — 168 lines in couplets,,,,,,Text,1
DIMEV 5983,To his reign came,Cf. 5731.,"Harold, King",Harold,"— rhyme royal, seven-line — ababbcc",Verses on the reign and death of King Harold (acephalous) — last two lines of a rhyme royal stanza plus one complete stanza,,,,,,Text,1
DIMEV 334,All harkeneth to me now / a strife will I tellen you,"For an earlier text see 1258, and cf. 5879.",Harrowing of Hell,Harrowing of Hell,— two-line — aa,The Harrowing of Hell — in couplets,,,,,,Text,2
DIMEV 3070,Lief friend now beeth still,For other texts see 334 and 5879.,"Harrowing of Hell;legends, of Jesus and Mary",Harrowing of Hell;legends,— two-line — aa,"The Harrowing of Hell, with versified title: ‘Hou ihesu crist herowede helle / Of harde gates ich will telle’ — 250 lines in couplets",,,,The Harrowing of Hell; Hou ihesu crist herowede helle / Of harde gates ich will telle,,Text,1
DIMEV 4264,On early morning the daylight springeth,,Harrowing of Hell;paraphrases,Harrowing of Hell;paraphrases,— two-line — aa,"Four couplets on the Harrowing of Hell, paraphrasing the hymn Aurora lucis rutilat",,,,Aurora lucis rutilat,,Text,1
DIMEV 5879,Though our lord Jesu Christ dead was upon the Rood,,"Harrowing of Hell;Jerusalem, destruction of",Harrowing of Hell;Jerusalem,— two-line — aa,"The Harrowing of Hell and the Destruction of Jerusalem, in the Temporale of the South English Legendary — 542 lines",,,,South English Legendary,,Text,1
DIMEV 1968,Here ends hawking with medicines and casting / And all that longs to good hawk keeping,,hawking,hawking,— two-line — aa,A couplet following a collection of prose notes on hawking derived from Juliana Berners,,,,,,Text,1
DIMEV 5852,Thou that art a gentleman,,hawking,hawking,— four-line — abab,A poem on Hawking,,,,,,Text,1
DIMEV 802,Behold man and thy thought up lead,,"heaven, joys of",heaven,— two-line — aa,The Joys of Heaven — twenty couplets,,,,,,Text,1
DIMEV 3359,Man in heaven it is merry to dwell,Cf. 3385.,"heaven, joys of;instruction, religious",heaven;instruction,— two-line — aa,"The Joy of Heaven and how to win it, by Johannes Mydwyntyr — 75 long lines in couplets",,John Midwinter,,,,Text,1
DIMEV 4386,Poor and hungry that han need,Cf. 858.,"translations;heaven, joys of",translations;heaven,— two-line — aa,"Verses on who shall have the bliss of Heaven — two couplets translating ‘Pauper et esuriens mitis mundus miseratus’ (Matt. 5.3-10), which precedes it in John Grimestone’s preaching notebook",,John Grimestone,,,,Text,1
DIMEV 5185,That we should be bliss,,"sermons, verse in;heaven, joys of",sermons;heaven,— two-line — aa,"On the bliss of heaven, interspersed with Latin in a Latin prose sermon — two couplets",,,,,,Text,1
DIMEV 5234,The city of heaven is set so high a hill,,heaven,heaven,— two-line — aa,The City of Heaven — five couplets,,,,,,Text,1
DIMEV 5632,Thine heritage if thou wilt win,,heaven,heaven,— two-line — aa,The Narrow Path to Heaven — two couplets,,,,,,Text,1
DIMEV 6888,Youth withouten elding,,"heaven, joys of",heaven,— two-line — aa,XII gaudia Celi — six couplets,,,,,,Text,1
DIMEV 3362,Man in the Moon stands and strides,,"hedging;superstitions, popular",hedging;superstitions,— eight-line — abababab,Man in the Moon — five 8-line stanzas (abababab),,,,,,Text,1
DIMEV 4612,Saint Helena I thee pray,,"prayers, to saints;Helena, saint",prayers;Helena,— two-line — aa,A prayer to St. Helena — six lines in couplets,,,,,,Text,1
DIMEV 4613,Saint Helena was in Britain born and comen of high kindred,,"saints’ lives;Helena, saint, life of",saints’ lives;Helena,— two-line — aa,Life of St. Helena in two MSS of the South English Legendary — couplets,,,,South English Legendary,,Text,2
DIMEV 591,As Holy Writ witness and tell,,"hell;women, against;women, against",hell;women,— two-line — aa,"Three things that will never be completely filled, within Henry Daniel’s Liber Uricrisiarum or Dome of Urines, in Book II, chapter 7 — five couplets",,,,,,Text,1
DIMEV 4328,Our pains been grill and fell,,hell,hell,— two-line — aa,Beware of Hell — one couplet in John Grimestone’s sermon notebook,,John Grimestone,,,,Text,1
DIMEV 5813,Those that learn ne will,,hell;Ten Commandments,hell;Ten Commandments,— four-line,The reward of hell to those who forego the Commandments — one cross-rhymed quatrain,,,,,,Text,0
DIMEV 6112,Unseely ghost what dost thou here,,"hell, pains of",hell,,"The XI Pains of Hell — 290 lines, with some prefatory lines in Anglo-Norman",Anglo-Norman,,,,,Text,2
DIMEV 1612,God that set up both sea and sand,,Henry II,Henry II,— six-line,A tale of Henry II — in 6-line tail-rime stanzas,,,,,,Text,1
DIMEV 1793,Harkeneth speeches of many kind things,"Cf. French texts in Cambridge UK, Cambridge University Library Gg.1.1, f. 120; London, British Library Cotton Julius A.V, f. 177v; London, British Library Harley 746; Latin texts in London, British Library Cotton Vespasian E.VII, f. 89, abridged, and London, British Library Harley 6148.","Merlin;prophecies, political;Henry IV, attack on",Merlin;prophecies;Henry IV,— two-line — aa,‘Prophecia de Merlyn’: The prophecy of the six kings to follow King John — 278 lines in short couplets,,,,‘Prophecia de Merlyn’,,Text,10
DIMEV 3489,Mickle price,,"Henry the VIII, reign of",Henry the VIII,— eight-line — ababbcbc,"Two pages, fragments of a poem about events in the reign of Henry VIII, viz. a banquet and tournament attended by Emperor Charles and by King Francis of France, Henry’s wife Katherine and Francis’s wife Claudia near Calais; a great flood, falling of a parish church steeple during evensong; and of Henry and Cardinal taking wealth from the Dean of St Paul’s and a rich Londoner when they died, probably a continuation of 217 — 33 + 35 lines in rhyme-linked eight-line stanzas, ababbcbc",,,,,,Text,1
DIMEV 1513,Glad in God call home your heart,,Henry V;political poems,Henry V;political poems,— eight-line — ababbcbc,‘God kepe oure kyng and saue the croun’ &c. [=Henry V] — nineteen 8-line stanzas,,,,‘God kepe oure kyng and saue the croun’,,Text,1
DIMEV 1601,God that died upon a tree,"Ringler Jr. (1992) XRingler Jr., William A. Bibliography and Index of English Verse in Manuscript 1501-1558. London: Mansell, 1992; prepared and completed by Michael Rudick and Susan J. Ringler , TM 490; prose chronicles ending at 1419 give only a prose paraphrase; those continuing to 1430 give fuller prose paraphrase with last part in verse; only complete text is London, British Library Cotton Galba E.VIII; each MS shows considerable variants","Rouen, siege of;Henry V",Rouen;Henry V,— two-line — aa,"The Siege of Rouen, ascribed to John Page, sometimes inserted into the prose Brut — in couplets",,John Page,attributed,The Siege of Rouen,"Oxford, Bodleian Library e Musaeo 63 (SC 3652): see Oxford, Bodleian Library e Musaeo 124 (SC 3562); San Marino, CA, Henry Huntington Library HM 131 [olim Buccleuch, Quaritch Cats. 303, 304]: see Urbana, University of Illinois at Urbana-Champaign 116 [olim Duke of Buccleuch; olim Lord Amherst of Hackney; olim Harmsworth, Sotheby Sale Oct. 15, 1945, lot 1951].",Text,14
DIMEV 5357,The King of Kings reigning over all,,Henry V;virelais,Henry V;virelais,— eight-line — ababbcbc,"Thomas Hoccleve, ‘Balade…au tres noble Roy H[enry] le V’ — a virelai of five 8-line stanzas, with the same rhyme throughout",,Thomas Hoccleve,,‘Balade…au tres noble Roy H[enry] le V’,,Text,1
DIMEV 6045,To you well of honour and worthiness,,Henry V,Henry V,— eight-line — ababbcbc,"Thomas Hoccleve, ‘Balade au tres noble Roy H[enri] le quint’ — four 8-line stanzas (same three rimes throughout)",,Thomas Hoccleve,,‘Balade au tres noble Roy H[enri] le quint’,,Text,2
DIMEV 6142,Victorious christian Prince our lord sovereign,,Henry V,Henry V,— seven-line — ababbcc,"Thomas Hoccleve, Balade to King Henry V — five stanzas rhyme royal",,Thomas Hoccleve,,,,Text,1
DIMEV 574,As far as hope will in length,Cf. 3840.,"Henry VI, prayer to;prayers, special occasions",Henry VI;prayers,— seven-line — ababbcc,Prayer to Henry VI — two stanzas rhyme royal,,,,,,Text,1
DIMEV 1351,For he is full young tender of age,,Henry VI;political poems,Henry VI;political poems,— four-line — aaab,"John Audelay, ‘De rege nostro Henrico Sexto’ — sixteen quatrains (aaab) plus burden (bb): ‘A perles pryns to the we pray / Saue our kyng both nyght and day’",,John Audelay,,‘De rege nostro Henrico Sexto’,,Text,1
DIMEV 2037,Hold up our young king Ave benigna,,"Henry VI, coronation;occasional verse;historical verse",Henry VI;occasional verse;historical verse,— two-line — aa,On the Coronation of Henry VI (1429) — 59 lines in couplets,,,,,,Text,2
DIMEV 3840,O blessed king so full of virtues,See 574.,"prayers;Henry VI;patronage, pleas for",prayers;Henry VI;patronage,— eight-line — ababbcbc,A prayer to Henry VI — six 8-line stanzas (ababbcc),,,,,,Text,1
DIMEV 3841,O blessed Lady Christs Mother dear,See also 3151.,"Henry VI, coronation;occasional verse",Henry VI;occasional verse,— eight-line — ababbcbc,"John Lydgate, Verses for the coronation of Henry VI, written to accompany the second course — one eight-line stanza",,John Lydgate,,,,Text,1
DIMEV 3922,O good Harry the Sixth by name,,"Henry VI, song in praise of",Henry VI,— seven-line — ababbcc,"James Ryman, Song in praise of Henry VI — eight stanzas rhyme royal",,James Ryman,,,,Text,1
DIMEV 4458,Rejoice ye realms of England and France,See 5966.,"roundels;Henry VI, coronation of",roundels;Henry VI,— roundel — ababababba,[? John Lydgate]. Roundel on the Coronation of Henry VI — ten lines (ababababba),,John Lydgate,uncertain,,,Text,1
DIMEV 4735,Saint Nicholas in whose day was born,,"Henry VI, foundation of King’s College",Henry VI,— eight-line — ababbcbc,Verses celebrating King Henry VI’s laying the foundation stone of King’s College in 1441 — one eight-line stanza,,,,,,Text,1
DIMEV 5431,The pedigree by right line,,historical poems;Henry VI;kings of England,historical poems;Henry VI;kings of England,— four-line — abab,Heading for a pedigree of Henry VI — one cross-rhymed quatrain,,,,,,Text,1
DIMEV 6168,We ladies three all by one consent,"Adapted from 6060; cf. also 396, 6042.","pageant verses;Henry VI, return to London, 1432;occasional verse",pageant verses;Henry VI;occasional verse,— seven-line — ababbcc,"Pageant verses by Nature, Grace, and Fourteen Virgins, at the return of Henry VI to London, A.D. 1432, in Fabyan’s Chronicle, Part VII, Septima Pars, Henrici Sexti — three stanzas rhyme royal",,,,,,Text,1
DIMEV 6279,When charity is chosen with states to stand,See 738 for a Yorkist interpretation of the same events,Henry VI;historical poems,Henry VI;historical poems,— eight-line,On the visit to St. Paul’s by King Henry VI and his Queen (1458) with the Reconciliation of the Yorkist Lords — eight 8-line stanzas (ababbcbc),,,,,,Text,2
DIMEV 1936,Henry sayeth my Son as thy Sovereign hath th’assembly assigned,,occasional verse;Virgin Mary;Henry VII,occasional verse;Virgin Mary;Henry VII,"— eight-line, ten-line — ababbcbc",Welcome to Henry VII at York in 1486: Speech of the Virgin Mary — one 8-line and one 10-line stanzas,,,,,,Text,2
DIMEV 3543,Most dear cousin of England and France,,pageant verses;occasional verse;Henry VII,pageant verses;occasional verse;Henry VII,,Pageant verses to Henry VII in A.D. 1486 at Bristol — five stanzas rhyme royal,,,,,,Text,1
DIMEV 3556,Most noble prince our sovereign lord,,pageant verses;occasional verse;Henry VII,pageant verses;occasional verse;Henry VII,— seven-line — ababbcc,Pageant verses for Henry VII in A.D. 1486 at Bristol — three stanzas rhyme royal,,,,,,Text,1
DIMEV 3558,Most prepotent prince of power imperial,,York;Henry VII;occasional verse;historical verse,York;Henry VII;occasional verse;historical verse,— seven-line — ababbcc,Address of Welcome to Henry VII at York (1486) at the Common Hall — three stanzas rhyme royal,,,,,,Text,2
DIMEV 3559,Most prudent prince of proved prevision,,York;Henry VII;occasional verse;historical verse,York;Henry VII;occasional verse;historical verse,— seven-line — ababbcc,Address of Welcome to Henry VII at York (1486) at Ouse Bridge — in rhyme royal stanzas,,,,,,Text,2
DIMEV 3560,Most reverend righteous regent of this regality,,Henry VII;occasional verse;York;historical verse,Henry VII;occasional verse;York;historical verse,— seven-line — ababbcc,"Address of Welcome to Henry VII at York (1486), presentation of the Keys of the City — four stanzas rhyme royal",,,,,,Text,2
